ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
RKLB,30,5,ARIMA,50,2.006984971332612,0.08189678966355718
RKLB,30,5,Naive,50,1.9941999864578241,0.08126206989406633
RKLB,30,5,XGBoost,45,2.4574455352383118,0.10558474362912855
RKLB,30,10,ARIMA,50,2.5687651074021374,0.11078155296744349
RKLB,30,10,Naive,50,2.548099842071533,0.10913237305599562
RKLB,30,10,XGBoost,45,3.708535436825981,0.15931380322693253
RKLB,30,20,ARIMA,50,3.9598319777230144,0.1593135177609419
RKLB,30,20,Naive,50,3.927199912071228,0.1564619162474533
RKLB,30,20,XGBoost,44,6.507420544063593,0.23725040632724523
RKLB,60,1,ARIMA,50,1.3322986577372717,0.039592651853696405
RKLB,60,1,Naive,50,1.2992003631591793,0.03757965146197182
RKLB,60,1,XGBoost,46,1.6594416687687406,0.05275796947992692
RKLB,60,5,ARIMA,50,2.058596580646509,0.08631873200952293
RKLB,60,5,Naive,50,1.9475000905990598,0.080645006410836
RKLB,60,5,XGBoost,46,2.157708126940237,0.09006942007702849
RKLB,60,10,ARIMA,50,2.8963550556463975,0.13899746191717965
RKLB,60,10,Naive,50,2.666300072669982,0.12635728846177524
RKLB,60,10,XGBoost,46,4.057496623652664,0.16712641208061554
RKLB,60,20,ARIMA,50,4.956141373304816,0.19719378670800786
RKLB,60,20,Naive,50,4.54799991607666,0.17583355319790542
RKLB,60,20,XGBoost,45,7.1567005676357045,0.2512032920518064
RKLB,90,1,ARIMA,50,1.2180087455754225,0.040197981963666155
